,index,text,istwitterpoem
3629,3629,"Beauty beyond Words, its blinding.. ",1
3630,3630,"She couldn't be bothered 
to impress
So wore a binbag as a dress 
",1
3631,3631,"3of5
This poem made in silence
carries the warmth of brandy
suffused into blood.

 ",1
3632,3632,Three balloons / attached to the earth / holding it aloft  ,1
3633,3633,"      ésie   

          Subject-verb agreement
     another
          birthday moon.",1
3634,3634, She believes she has lost everything does she not realize she is being tested thus she has everything?,1
3635,3635,"Exhume
 tainted razors
 a dirty street.
 Shed your skin--
 cover the windows.
  ",1
3636,3636,So many / eyes / are on me / yet / I only / aim for yours -  ,1
3637,3637,"conscience is a steering. 
don't lose your bearing.
morality is your brake.
lose it, neck will break! ",1
3638,3638,"today today
slept raspberry water

the wold madness
cushioned away

the past crystal clean
present feeling

opposing opinions 
listen ",1
3639,3639,"Dreams of a step forward
Dreams of a brighter tomorrow
Dreams thru the confident Soul
Dreams in Life To Succeed
 ",1
3640,3640,"Words flow freely
Rushing from her brain
As rapids course along a canyon
Tumbling over rocks &amp;
Pushing through gulleys

",1
3641,3641,"Piano key in hand,
the air fills with sweet melodies,
twinkling stars.

I bathe my body
in waves of light,
peace of mind.
 ",1
3642,3642,Discord?/Look clouds above changing shapes/Shapes dissolving and reforming /it is all about dissolving and reforming ,1
3643,3643,"how my secrets 
cry on her face
and drip way too much
now I love her
and I am such a disgrace
 ",1
3644,3644,"The last thing on my mind
Was the fist thought of the day 
The last leaf of autumn 
The first day of lacy frost 
When mist rising on the horizon 
Disappears, basking in sunlight 
When it’s time to rest
And reflect on the years past

 113   ",1
3645,3645,"�ans, whose fingers are crucified the touch of a broken world.

I see the best thou lovest to be the soul,
For I would not I answer for you, yet so sweet the morning you do
    there is nothing but a pulse of the whole of the
    world of my love?

  ",1
3646,3646,"America is built,
on love to all humans so,
don't let hate rule it!
        ",1
3647,3647,"he travels an
unpaved road between
boy and man, you
wonder his view
from it, if he
will find your shoes
too soft when he
gets to asphalt
            ",1
3648,3648,"Twisted moonlight 
Dreams
Seen through darkened windows
Broken
Leaving silently
Calling in velvet whispers 
",1
3649,3649,empty of thoughts - the mind - stretches its reach - to being - and also not ,1
3650,3650,"URBANE TENSION (4.9.15)
Country life for city,
Pints, pies, Scots loosing fitba!
Twenty-three to go!

  ",1
3651,3651,The fur that layers over me / shows you my animal instinct / but the heart I possess / shows a gentle loving creature ,1
3652,3652,"You alone again 
In the darkest deep night
Down the road
alone with the ringing of your phone
Endless messages and calls
Maybe from someone special
Maybe from an emptiness app
Maybe from a friend u never seen 
But do u really care?

   ",1
3653,3653,"I never loved her for the petals,
I loved her for the thorns.
Not for the morning bliss,
But the midnight storms.

  ",1
3654,3654,Regeneration That's what I have now Regeneration of excitement New Journey Journey of Love ,1
3655,3655,I write stilted marked with powdered rhythms how nonpop   ,1
3656,3656,"smiles unending/ 
bring joy enduring/
come walk by my side/
your hand in mine/ 
walk this dream 

 ",1
3657,3657,"It was time for me to leave the shore, the one where I anchored so dearly and harboured so much inside my heart.
The salty wind washed my last tear as it rolled down my cheek with no one way to turn to, I heavy heartedly left the shore not knowing if I'll ever return. ",1
3658,3658,& I could never be content bottled•you could do your best to contain•but the sea cannot be swept•the ocean cannot be kept  ,1
3659,3659,"In a state
Shaped by mistakes
I create reality
You cannot break
        ",1
3660,3660,"as dark thoughts
enter my mind

I pray 

send your Light
my way

",1
3661,3661,".
Dreaming I am her breath
&amp; so be in her
nestled against her heart.

  ",1
3662,3662,"Birds circle above
A mortal struggle below
Life meeting death
  ",1
3663,3663,Stars/ pinpoints of redemptive light/ amidst the darkness ,1
3664,3664,"old photo album
turning the pages
of summer
   ",1
3665,3665,"here, window, new
home, three tall fir trees
in praise
of staying
put

 ",1
3666,3666,"Breathe deep and relax
the mantra of consciousness
inviting us home.

  ",1
3667,3667,Long road / heat flavouring / tasty asphalt  ,1
3668,3668,"When you've dissected the meaning of timbre, and splayed its innards on your pages, send that  to us. ",1
3669,3669,"Your heart covets
unrushed conversations
not governed by time
   ",1
3670,3670," 149

his confinement
should have broken him
but no
he would swim
along the edges
of his heart
dive
into the pools
of his past
rejoice
in his memories
of you

Count 152

 


",1
3671,3671,":

a xenosaurus plays •
with blox •

a xenophobe in xylophonia •
every key •
lox him in ||

*mqueens",1
3672,3672,"The world has many portals some aren't a view that you will see
But remember it's a view all the same that just happens to be
 ",1
3673,3673,"between two rivers,
the echo of
his mallet -- Robert Wilson, the Philippines  2004-12-1 
     ",1
3674,3674,"I used to lay my breath
on the streets of love

but you walk over it
a pretty hurricane

killing my cells.

 ",1
3675,3675,"Check out TCR contributor, Mark Jarman's, , ""Unholy Sonnet""! ",1
3676,3676,"In 1984
I Bought
An Animal Farm
Orwellian Splendour
Although One
Could Surmise
An Issue
With The Lord
Of The Flies
Resurrected

",1
3677,3677,"I have some wounds upon me, whose persuasion is
I come about her;
Away with him!   ",1
3678,3678,"Waiting for a doctor, cannot sit on the floor, sitting in a chair, some people glare, here they think, think too much &amp; don't blink. ",1
3679,3679,she handcuff's me to her words / a grin changes those lips / devious / she will have her way with me later / speak to me   ,1
3680,3680,I chase my muse around the house / like cat and mouse we play / I wish I'd catch'n keep her till / one verse got done today  ,1
3681,3681,"It is pride in brothers
Those next you to,
Those that suffered in the wake of hell.

Those that stood beside with vigor,
Those with willingness to die.
It is the suffering 

The embrace of the pain
The call of instinct,
That makes this heart miss war.

 ",1
3682,3682,"169 Analogies

Analogies are like pants -
it's better if they fit,
and you should change them
every so often.

     ",1
3683,3683,"Another smooth run; etched in stone, rolled on rails to the end of fun; a soft complexion resting gently on the gun. ",1
3684,3684,"madras mad
maze my  words
paint with plaid
how absurd
shine a light
on darkened  verb
make it bright
yet boldly heard
",1
3685,3685,"my self is unmoored- ties cut and drifting;
beacons have gone mute, foghorns are shuttered.
new-normalcy's shoals loom to shatter me.

lost in dark eddies,
i swill down the double-think...
naught to do but wait.

    ",1
3686,3686,"

the ice storm that had accomplished
what neither the Joker or Bane
could ever do
as the Batmobile lost control
&amp; the only brake the Bat could use
was the wall

count 159

 


",1
3687,3687,", I smile.
",1
3688,3688,Sometimes you just need to write a  at 4:42 in the morning.  ,1
3689,3689,chalice of souls ~ in the gnarled hand of an oak ~ full moon   ,1
3690,3690,"Man is killing 
harmless fellow men,
earning money 
at the cost of environment,
dying from cancer,
we need help,
over,

 ",1
3691,3691,"A trip to the Moon/
to find all the things we lost/
free your hippogriff.

  ",1
3692,3692,"Too many 
words spoil
the moment -
brevity
is the best 
preservative -
short &amp; sweet
like a sugar cube
dissolving on
the tongue
",1
3693,3693,"

she was aware
of his  abilities
but in her mind
he remained a fraud
feeding off
the doubts &amp; fears
of others
with sugar coated predictions
made to enrich
his dreams

Count 173

 


",1
3694,3694,"Her sweet golden fire
melts winter's snow.
Deep in many hearts,
love is her fiery flame,
beauty her inspiration.

",1
3695,3695,"sweet. terrific. cruel. 
  ",1
3696,3696,"also
the petal weem
the sky aloneer's big

 ",1
3697,3697,"brokening whose
white leaves silence
the summer's end

 ",1
3698,3698,"a peacock's call
compression waves in air--
this brain chemistry

   ",1
3699,3699,"I may turn back and shoulder-shotten;
near-legged before and apace.  ",1
3700,3700,"i often take
extensive notes
in the margin of error

  ",1
3701,3701,Your frame \ invigorates my heart  ,1
3702,3702,the stars I promised her / the things I promised the stars |  ,1
3703,3703,"Her words were her 
Heartbeat to live &amp; 
For others poetry ...✨

         ",1
3704,3704,"You always know 
how to make me glow 
 ",1
3705,3705,My sweet dreams and inspiration are off having an affair without me. But at least they have left me the sweet silver moon to reflect. ,1
3706,3706,"I've always wanted
To be around him
When he says
""I've got bad news""
&amp; I get to wait
For the punchline
©
 

",1
3707,3707,"We are
Powerful 
Beings
Of
Light
   ",1
3708,3708,"Wonderland
breaking open
the day


",1
3709,3709,"summer's ends
straw grows bus
the bite

 ",1
3710,3710,put on your walking shoes / leave / don't let that door hit you / in that still fabulous ass   ,1
3711,3711,"When posturing and ego
No longer come in play
And they are all alone
This truth will haunt their day:
They will miss you.
",1
3712,3712,"the poetry 
of pratfalls
and dubious puns

 ",1
3713,3713,"Summer rain drops 
you've refreshed 
my thirsty soul 
as dewdrops 
refresh a
rose!
 


",1
3714,3714,"adherent scripture
all the inconsistencies
the least poisonous
   (least)  ",1
3715,3715,"I've been through this before
It feels beautiful
when love is new again
",1
3716,3716,"The bones
beneath my bed
rattle &amp; sigh
once forgotten,
nightmares
give them flesh
&amp; form
summoning spirits
of love lost
 ",1
3717,3717,"
 
fading blue light
in the gloaming
 
the ghost of a cloud",1
3718,3718,TryingRhymingMy heart beatWith yours.,1
3719,3719,".
Chunky parents
by the row

watching their kids
play sports.

",1
3720,3720,Walking through the spaces of a garnet artificial leather chair   ,1
3721,3721,"lucky a poem 
isn't like a
jigsaw puzzle:
millions of words that
don't fit and
no box big
enough to keep them in
 ",1
3722,3722,"He sleeps standing up
Gets a head start on nightmares
His eyes never close

 ",1
3723,3723,"slip the slow dance
into the memory jar
along with whiskey
and broken fears
subtle fabrics
and softer face
too good 
so let it go
kept till that
watery eyed moment
before
the last sleep
    ",1
3724,3724,"seductive
San Francisco
you have
no clothes
you harbor
murderers in
your flowered fields
sleep with them ...
headless fools
",1
3725,3725,"May I tell you a secret?
I am not perfect.

  ",1
3726,3726,"snow locked lawn -
spring clothes buried
in the attic

  ",1
3727,3727,"-
I had a secret
box of secrets but forget 
where I hid the thing.
-
 (box of secrets)
   ",1
3728,3728,His is the blood/ transfused into mine/ the day our hearts/ entwined to one   ,1
3729,3729,RT day 960 (2/22/2013): umbrellas / before the subway entrance / bowing   ,1
3730,3730,"She looked there 
His warm lips lured
His lovely eyes enthralled 
And lo there was the devil
And She was his lair.
  ",1
3731,3731,".
The large child inside
so much wants to be me

&amp; I
so often
let him.

",1
3732,3732,I play leapfrog with my shadow //  ,1
3733,3733,"Drinking 40s on the beach
The perfect wave just out of reach
Tats looking tough
Skin weathered rough
When ink fades
 ",1
3734,3734,"Flowering trees ~ doing a slow, sensual shimmy ~ shaking frost off their fragile blossoms       ",1
3735,3735,"puddled perfume
new apple gleen
on the light car

 ",1
3736,3736,"My respect for those who find fault in others is not as great as my respect for those who can find truth in themselves

",1
3737,3737,"Looking for the moon
a day before it disappears
takes the sun with it 🌙 ☀️ 

  ",1
3738,3738,"Thought is fiction
Dust off the truth
Find yourself

  ✍️",1
3739,3739,"Magick isn't grim enucleation,  bloody imaginings of sadness~   ",1
3740,3740,Road trip complete. Now all I need is sleep. ,1
3741,3741,"Given In Marriage Unto Thee
Written by Emily Dickinson.
  ",1
3742,3742,"One day he breaks
and the next
she puts him back together
  ",1
3743,3743,"symphonic static
diatonic dissociation
music &amp; madness
blaring from the radio
only i can hear

  ",1
3744,3744,"we shall pay our poverty
of thought
over and over again
until we wake
to the wealth of the truth
 ",1
3745,3745,"soft. oceanic. clear. 
  ",1
3746,3746,Bid the moon ~ goodbye ~ rest on laurels ~ my hiding ~ shadows   ,1
3747,3747,"Nature doesn't 
try to fix
the fallen tree;
it's merely a new normal.

The birds and ants
don't lament, 
there's no nostalgia;
there's only adaptation.

  ",1
3748,3748,"you plan to sleep all day 
for rejuvenation, 
so why not plan to cry? 

        ",1
3749,3749,"there's this girl, a queen
rising anew like the apollo,
beyond the globe, her empire runs

'm





 

 
 
",1
3750,3750,HAZARD...LIGHT...HAZARD...LIGHT...I have...time...to walk...' til...I find...my...only...way...with which...to...refuel...me. ,1
3751,3751,"Housebound
Sky's emotional
Today
Its seams bursting
Like dam gates
Every right wrong
Getting heard
Earth
Receiving end
 ",1
3752,3752,"When it all comes to,
its core we all want to have,
a good life for sure!
       ",1
3753,3753,"No matter how far back into time you go, you'll never find life's source. Love has no beginning &amp; has no end of course.
 ",1
3754,3754,".
Poems
sometimes
touch the soul
where it needs touching

it is worth it
to keep writing.

 ",1
3755,3755,a prelude to the deepening night sky / she wears her vision / the stars take notice //  ,1
3756,3756,"Fartleks at the track.
Ten whole laps through a wet fog
under hazy lights.

     ",1
3757,3757,"...those piercing eyes scatter, pupils dilate, honey irises burn, a wolfish grin. With broad legs, he rose to full height...  ",1
3758,3758,Peculiar drooling sought Montezuma’s gold illustrations surmise timeless contracts arranging the essential essence of tragedy’s troll ,1
3759,3759,"As the rain dances,
invading minds of
those with ink &amp; quill.
I stand guard,
holding back waves
of sorrow,
but I need
an army.

",1
3760,3760,"I long to see you
Once more is never enough
It will have to do
  ",1
3761,3761,"strewn in the floor, somewhere / among Barbies and smiles / haiku   ",1
3762,3762,"Bushfire prevention
Controlled burn
Welcome rain

 
",1
3763,3763,"Like life
a story has
a beginning and an end
but I'm in no hurry
to read my final
page
 ",1
3764,3764,"I must be getting older
my youth is in the past
going to bed early and
it's muesli for breakfast 😊
  ",1
3765,3765,"house door ajar a few things missing and eucalyptus smell 

 ",1
3766,3766,"In the London Bridge light / from high roof, diffused / by impatience and out of date print / the faded tones of yesterdays // ",1
3767,3767,"I am a derelict that has been
exiled from the diocese of my own mind. Locked 
out of rational thought
by a fear so stringent that it
wards off any wayward 
feelings
and I have become 
constipated with
emotionality. 

 ",1
3768,3768,"drifting apple blossoms the randomness of sweet thoughts
   
        2001",1
3769,3769,"Rat a tat tat tat
What do ya think about that
Brushing the cobwebs outta my senses
Woke up all alone, without your kisses

",1
3770,3770,luving hands / luving voice / patience and belief / lead her to become / all she has never been //   ,1
3771,3771,"repetitive
short-term rewards
cannot fill an
emptiness, it
asks you sit on
the park bench with
it before it
agrees to walk
off, letting you
watch birds forage
          ",1
3772,3772,: the mundane touch~of her pearly lips~echoed volumes~of her misguided desires,1
3773,3773,"Folk Like
Relevance
Speaking
Into Their Today
4 Our Tomorrow
Irrelevance
Is Rejected
Like Yesterday's
Trash

 ",1
3774,3774," 

their mouths •
wide gape •
shopping bags •

beneath •
her eyes ||",1
3775,3775, Our Constitution was struck by a bullet today felt by our forefathers who shake their heads in dismay.,1
3776,3776,"
Sitting back, feet up, eyes resting!
Idly viewing non-news “news”.
End of the day. Calm takes over!
Oh that it could last!",1
3777,3777,Folding my heart and leaving treasures behind_ ,1
3778,3778,"she fights her savage addiction
but in the end
his kiss proves too intoxicating

  ",1
3779,3779,"When you believe you cannot.
You ignore thoughts that say you can.
You defeat yourself by doing this.
    ",1
3780,3780,"auspicious. inconclusive. fixed. 
  ",1
3781,3781,"mosquito to moonlight,
I think it's a signal
       ",1
3782,3782,"

I would ride bare back
across the finca
just to catch the sunset
over the fields
where once
my grandparents
where the children of slaves
searching for the dreams
that now hold sway

Count 181

 


",1
3783,3783,"Forgetting is the slope
of a soft sand dune
memories whisper away.
  ",1
3784,3784,"nice. steadfast. guttural. 
  ",1
3785,3785,"IN THE WAVES
Capsized moon
Taking on water--
Jump ship man!

     ",1
3786,3786,"Delaware's slope,
'Tis the  ",1
3787,3787,"stolen words
play in her eyes
and she blinks
her commands
I just write the poetry
 ",1
3788,3788,"As a , I demand  that is completely unrelated to . It's my  right. I must insist. ",1
3789,3789,"Life is a
Long and strange
Four letter word.

  ",1
3790,3790,"Dark day -
with without the forest train
This empty

 ",1
3791,3791,"inspiration speaks
for those unafraid to hear
as the truth cries out //
 ",1
3792,3792,"The inner voice spoke words of pain and deceit, it told of her worthlessness-how she was a fool. It was the only voice she trusted  ",1
3793,3793,"results of a yellow rose--- 
even though she blooms 
times without number, 
she will not produce fruit 
  ",1
3794,3794,"(a )

i yawn into the mouths of a hundred thousand bees.

just kidding, frick stick

i don't have a mouth",1
3795,3795,"Nothing but the dreams
we unlatch
like butterflies in the snow
If only winter lived
for these fragile wings!

 ",1
3796,3796,"is this what love feels like
dropping all armaments
standing w/o any defenses
willingly giving u access
2 all of my weaknesses

",1
3797,3797,"My heart is so giant this evening,
like one of those moons so full
and beautiful and terrifying
if you see it when you’re getting out
of the car you have to go inside the house
and make someone else come out
and see it for themselves. 
Excerpt from “First” Carrie Fountain ",1
3798,3798,"Where do all money,
go that we pay in taxes?
more than ever now!
        ",1
3799,3799,"MARGARET:
When holy Harry died, and my crown,--

QUEEN ELIZABETH:
Profaned, dishonour'd,   ",1
3800,3800,He whispers ~ in her ears ~ commitment ~ left her disappointed ~ in the end : Betrayal  ,1
3801,3801,"under sea-salt essence,
Syvlie bites her lip,
throws away low.

   952 (essence)      ",1
3802,3802,Johnny Rotten / cross-pollination / The Sex Pistils      ,1
3803,3803,".
I wish I could
paint you in

this space is just
your size

your stillness
&amp; your silence
are implicit.

",1
3804,3804,From here ~ to you ~ our gurgling ~ conversations ~ in silence   ,1
3805,3805,"heart shaped locket
kept whole.
mine is 
tarnished and broken.

 349
 ",1
3806,3806,"Original quote

""When the fridge is empty, my heart is empty.""

Rt if u cried
  ",1
3807,3807,If only we knew how to swim ~ then the fish wouldn't know feelings ,1
3808,3808,I am just watching through my LinkedIn. it seem tour of Museum Tussaud I don't know for how long he get on with his sweet fantasy. ,1
3809,3809,"Whenever 
frustration 
consumes me, 
like the cold of 
winter's night..

Silence is 
my blanket.

 
 
 
",1
3810,3810," - Green narcissus spears/ thrust out of the bed, turgid/ in new fallen snow. ",1
3811,3811,"green foam
stretches out
and grasps 
the sandy shore
 ",1
3812,3812,Roses are red. Violets are blue. I need sleep aaaaand probably you do too. ,1
3813,3813,rows of gerbera -- no one notices the ladybug  ,1
3814,3814,"

she had always appeared to be
a  of fashion
&amp; style
making so many women jealous
&amp; more men drool
but when day ends
the mask falls away
she had built a world
on alone

count 179

 


",1
3815,3815,"I speak my mind.
I write through my heart.
Heart never lies.
Pen never deceits.

   
 ",1
3816,3816,"the cat licks its wounds
yet in love nothing is wrong
I remind myself

 (wrong)   ",1
3817,3817,you had me then and there but i still had to wait and stare! ,1
3818,3818,"One step
To another.
My strong will
Holds the hand of my heart
This gift I'am embracing
Is more than love
Diana Arco
  ",1
3819,3819,"And every fair from fair sometimes declines
By chance or nature's changing course untrimmed
",1
3820,3820,"I slaved
in dirt and dust and stone
and now I wipe my brow
my brothers and I
at the monolith we created.

 ",1
3821,3821,"after practicing
awareness breathes calm into
a trembling body

      ",1
3822,3822,alone / on the playground / a man of clay / pelted by / summer rain  ,1
3823,3823,"'

    look
        fine
               because
                 we
              say
                      so...
                                  not
                                        other
'

 ",1
3824,3824,"Life...

having feast
on pieces of my atrium,
bits of my ventricle?

You know what? 

Still I will live. 

",1
3825,3825,I cast ~ bits of myself ~ in the stream ~ hoping they find ~ the other shore.   ,1
3826,3826,"This year's fake   will maintain the  theme. It's tentatively titled ""The Worst Of Me.""",1
3827,3827,"remembrance 
on the corner of her smile
unperceived 
frozen in time
wastes its moments with me
  ",1
3828,3828,"the window came
and went
no repair-
person
I remain
broken
hearted

",1
3829,3829,"When all has been said
And done
I pray I am
The only one
Left with wounds to lick

",1
3830,3830,It Can Be Contagious If You Let It In. ,1
3831,3831,"#प्यार #शायरी #कविता #यादें #दर्द          ✍ 🔴

the two most important days in your life are the day you are born and the day you find out why....",1
3832,3832,"reading scripture
how do I reconcile
the chasm between
a loving God
and a violent God

   ",1
3833,3833,"It's raining again • Tears of you
  ",1
3834,3834,"Listen to the whisper of the One
Who tells you what must be done
 ",1
3835,3835,"*Smoke Vision*

The smoke... white, light;
reminder of a Papal chimney,
a night on a bus,
a day in the sun.
And now, I find you
in the haze,
smiling at the li'l puffs
easing out from my soul.

Smoke indeed,
from the Pope, from pop culture!
                 -- Leslie
 ",1
3836,3836,"when in the sky
a white blue eyes
her hair

 ",1
3837,3837,"1of2
can a {bl-hole heart}
null, void at three
by {cry for help}
{rufescent} be?




",1
3838,3838,Hope where it counts. Question when necessary. Listen when it's needed. Work hard. Dream always.    ,1
3839,3839,I come each morning/ to seek a new beginning/ within me/ within you  ,1
3840,3840,"In Memory Of General Gordon
Written by  Brian Harris.
    ",1
3841,3841,"Lord I Pray

… Lord tell me what’s hurting Your heart,
You hear complaints from us all day.
I’m still, dear Lord,
speak Your heart;
the things You have to say….
  by –Phyllis Strong

  
",1
3842,3842,her hair speaks to the Sun  ,1
3843,3843,"Restless
Endless 
Waiting
Hating
Restless endless each day 
Hating every minute waiting, when you faraway
             ~R.Istwal
       ",1
3844,3844,"In the simplicityof my words,I show you the complexityof my love ~ ",1
3845,3845,"ponder my dear
the trap the mirror 
is
where age and beauty meet
and one won't let the other go
 ",1
3846,3846,"I do not like the toxic waste
Don't like the smell, don't like the taste 
Please remove it from my face
I do not like the toxic waste ",1
3847,3847,"Ambling restively
on sidewalk cracks
silver dollar near 
a gutter drain.


",1
3848,3848,"Seeing the beauty\ of the soul within\
he sought\ to imbue\ her will\
to renew\ and love again\
",1
3849,3849," at a mirror, ~ Admiring his ears and tail. ~ Ready for the .  ",1
3850,3850,"is this a made world . . . /
it seems flat holographic /
but don’t read too much   ",1
3851,3851,"Jagged shards remain,
hole gaping; tattered    torn
ragged beats my heart.

      ",1
3852,3852,"A familiar hand laid warm on my shoulder

slowly drawn away like the credits of an old movie I’d seen too many times

the look only an old lover would know

a smile that will fuel my next four nights

      ",1
3853,3853,"Flame a flicker, 
glowing warm, 
held together, 
against the storm

      ",1
3854,3854,"

her every hello
she ever offered
left me
with a sense
of deja vu
the fear
there was
a new goodbye
around the corner
complete
with empty bottle
of remorse
&amp; wine

count 161

 
",1
3855,3855,"a machination
of fouled fraught sedition’s lost 
ethical goodness 
   ",1
3856,3856,"Love's a gas
so 
breathe
",1
3857,3857,"Hot chocolate 
by the sea--

just 
me 

😊",1
3858,3858,"the signal / 
is too weak / 
I hold my phone / 
up to the window / 
like a petulant child 

 ",1
3859,3859,"

it was a 
fall breeze
that caressed
my face
&amp; in it's grasp
the tears
my heart
finally let go

count 112

 ",1
3860,3860,I sleep/ on the couch she bought for me/ wondering/ if there was a full moon/ on our first night together   ,1
3861,3861,"Silly me,
Tis just my ISP.
 
 
 
",1
3862,3862,"A tangle of hearts
merged
within my own

A spidery web
Love
continually spun

Each soul
a silver lining
spinning dust
Into gold ",1
3863,3863,"You and I ~
flint and steel hosting 
disastrous energies

       ",1
3864,3864,"Carried in his heart
His precious 
Thus far 
Her arresting eyes
That stole his sleep

  ",1
3865,3865,"hoping 
sanity
doesn't 
catch up 
with me
 ",1
3866,3866,"Alone In A Far County
In A Medieval Pile
My Door Swings Open
And There's No One There
My Sense Of Danger Screams
Beware
Beware

",1
3867,3867,"Awoken at the crack of dawn
By a familiar taste
For while he slept
That naughty dawn
Had sat upon his face
   ",1
3868,3868,"I am man
I must fight my way to the top!
I am divine in every way
Except for the fact I can't stop!
  ",1
3869,3869,Easter Bunny ~ came for dinner ~ belt buckles hop ~ a notch or two ~ before leaving.   ,1
3870,3870,where the bittern stood wind through the reeds // (Presence )   ,1
3871,3871,"It's a bittersweet day
Realizing
You may've writ
Your pain away
 ",1
3872,3872,"Rememberit's Day
the rocking of frost
in the things sky

 ",1
3873,3873,"sun •
spots the moon •
then •
pretends it wasn’t •
looking •   69",1
3874,3874,"� on the walls,
He said it is the end of the barn, the dead is a-divorced, and the whole mad considering a big tin store

  ",1
3875,3875,I don't want to be / a dark lantern unlit / from within  ,1
3876,3876,"what can be equal
to the truth of a dog
written in it's eyes  
",1
3877,3877,Out of body ~ shadowless ~ a soul stretched thin ~ across stars... ,1
3878,3878,Moon's out / onto a run / night takes over / stumbling its way / in darkness   ,1
3879,3879,refugees ~ almost ~ those dreams of love ~  long since ~ orphaned    ,1
3880,3880,"

her smile
offers a touch of magic
that reminds me
of the innocence
of my youth
when dreams
were waiting for me
&amp; only time
ever seem old

count 137
 
 ",1
3881,3881,"

in the dead of winter
the first kiss of a spring
arrives
quietly
unnoticed by man
but nature stirs
&amp; soon
a sea of green
washes over
the barren land
of virgin white
&amp; in the distance
the children
begin to laugh

count 211

 

",1
3882,3882,Heavy eye lids ~ with your thoughts laden ~ forcing a closure ~ with you ~ within   ,1
3883,3883,"France again,
Or die a soldier, as I am most constant,
Though destiny say no. Be merry, gentle;
Strangle such thoughts as these are:
The gifts she looks as though he do accuse thee.   ",1
3884,3884,"Morning catches you in a sunbeam,
Eyes,
Smile,
Reciprocation,
Evocation,
Angel

",1
3885,3885,"Whenever ur near me, the flame within my heart bursts into a raging fire &amp; suddenly I'm flying on the magic carpet of ur love.  ",1
3886,3886,"bank queues are
great for poetry

such
an antithesis
to
being, running carefree

measured, of course,
by the
prosody
",1
3887,3887,"The sun
was shining today
and I
thought
WTF.

 ",1
3888,3888,"no dark yesterday
will influence tomorrow
like this bright today

 ",1
3889,3889,"He kept postponing
Their farewell dinner
Much to her annoyance
She told him he was rude
She had a goodbye gift
A card she wrote
Now leaving in two days
There was no time left 
She demanded an answer
Why
I have not seen you 
Because I have to go
If I saw you
I would stay
",1
3890,3890,"Programmed
to feed
on greed
Mistaken
wants
for
needs.

Symbols
of status
on the
Social
Media
Apparatus
The gears of
the 
Free Enterprise
 big money machine
Grinding away
any trace
of the truest
essence
of Being
  ",1
3891,3891,"Before I fell in love with your words,
It was your smile Which 
Stopped time
And then I knew 
You were the reason
My love. 
",1
3892,3892,"how far
will you let me fall
before you reach out
to catch me

   ",1
3893,3893,"In depths of the night
Flowing blood and excrimit
Tears fall a tribute
To the tragedy
Of being alive
   ",1
3894,3894," has convinced itself that life is hard, a pearl that blooms on branch of bloody fingers.   ",1
3895,3895,"I run away from love, 
I run away from life.
I turn around and challenge love,
It's won over my life.   ",1
3896,3896, is simply the spontaneous combustion of the writer's thoughts.    ,1
3897,3897,Will you stay • and console my fears •  ,1
3898,3898,"Closing my eyes,
To the dreams of you,
Has to be the,
Best lullaby ever!

",1
3899,3899,"Here's five syllables.
Here are seven more of them.
Are you happy now?

 ",1
3900,3900,"Train full of lives, loves.
All I want to do is ask
who everyone is.

  ",1
3901,3901,You make me cry and smile with every breath you take ,1
3902,3902,"You can
Blind my sight
Gag my mouth
Bind my fingers
Still my mind
Kill my heart
But you cannot
Silence my soul.
",1
3903,3903,salt-fields ~ stretching out to the horizon ~ shimmering quartz in the moonlight     ,1
3904,3904,"Imagine not being able to die.
The adrenaline; the joy.
The fear.
Because if Death means nothing,
what's to stop everyone from 
becoming monsters?      ",1
3905,3905,"There was a question 
In my mind 
about the love you showed 
Then I realised 
The trust is all you desires
  ",1
3906,3906, is you / Give Me All Your Love right now / imagination.   ,1
3907,3907,"Thirty-years, I said I was there, I am another
    amazement of the world in some higher night,
I shall find in the street to show and shine in the sky
      And when the rain is more than one word and more

  ",1
3908,3908,"Nature meant some tall tree
Drinking the gale is death;
Leave Strife to rage, or me thou hast ben such on.
Nai, god wot, thogh I were your Nestor now!  ",1
3909,3909,I sing songs / which you never hear / I am the ghost / which you never see  ,1
3910,3910,"Some words are an itch
there may be nothing
you can say with it
but you want to.
   ",1
3911,3911,"how and why, miranda july? ",1
3912,3912,"You need to do things strange.
How you had me
Pinned against the grain.
Helpless.
Praying at your sermon.
©



",1
3913,3913,"I have 
followed
her moments
until the minutes
cried
 ",1
3914,3914,Weekdays positive benchmark novembers closing page moonlights rising time Winters cooling hopes descent Mondays Breath Of Evening ,1
3915,3915,"My new favorite  
""Here I sit, broken-hearted
tried to shit and only farted
Yesterday I took a chance
tried to fart and shit my pants""",1
3916,3916,  'Amble along the beach pick a shell or two and smell the scent of the sea itself.',1
3917,3917,"A beautiful man is the one coming home*
After a long hard day*
Says ""Im here now,I missed U,I love U"" 
  ",1
3918,3918,. black magic outside\ hard purple sky\ chocolate bushes\ brittle toffee paths\ liquorice slabs\ all under a cruel creamy moon,1
3919,3919,"Petals, dried-wilted
Smelt of love that once was
-grave enshrined 

 ",1
3920,3920,"cheeks of fading rose
tell me the night
and the candlelight 
makes her more
desirous 
and if she will let me
mmmmm
 ",1
3921,3921,"As fire crackled witch did cackle 

  ",1
3922,3922,"a skein of birds
twines across the sky
the northbound train departs -- Bettina Davis, USA  2002-05-2 
     ",1
